first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
Olive,Mozzi,Female,87,7/6/1955,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,0.91,1.1375,1.421875,1.421875,563,563,0.8075
Benedict,Rosas,Male,73,11/25/1955,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,0.55,0.6875,0.6875,0.6875,563,563,0.8075
Virginia,De Antoni,Female,17,3/14/1964,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,0.52,0.65,0.8125,0.8125,563,563,0.8075
Nicolas,O'Donnell,Male,40,9/25/1986,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,0.52,0.65,0.65,0.5525,568,568,0.8
Oswald,MacCarlich,Male,81,11/24/1991,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,0.89,0.89,1.1125,0.945625,568,568,0.8
Ailyn,Howgate,Female,66,9/27/2001,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,0.91,1.1375,1.1375,0.966875,568,568,0.8
Karol,Salthouse,Female,53,7/29/1968,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,0.53,0.6625,0.6625,0.563125,568,568,0.8
Esdras,Birchett,Male,81,12/9/1950,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,0.77,0.9625,1.203125,1.02265625,568,568,0.8
Wilfrid,Gertray,Male,1,8/23/1942,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,1.08,1.08,1.08,0.918,568,568,0.8
Charmain,Styles,Female,49,2/25/1965,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,0.82,1.025,1.025,1.025,574,574,0.799
Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,0.8,0.8,0.8,0.68,575,575,0.796875
Kirsteni,Gritskov,Female,66,5/12/1998,,,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,0.81,0.81,0.81,0.6885,575,575,0.796875
Bobby,Summersby,Male,90,10/27/1943,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,1.03,1.03,1.2875,1.2875,575,575,0.796875
Shepherd,Dutchburn,Male,33,8/12/1976,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,0.63,0.7875,0.984375,0.984375,575,575,0.796875
Berenice,Kaesmakers,Female,64,10/15/1994,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,0.42,0.42,0.525,0.44625,575,575,0.796875
Jesse,Crosio,Male,75,4/15/1994,Data Coordiator,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,0.81,1.0125,1.0125,0.860625,575,575,0.796875
Cordi,Thornton,Female,47,1/4/1973,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,1.06,1.06,1.325,1.12625,575,575,0.796875
Debbie,Tillman,Female,3,7/6/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,0.93,1.1625,1.1625,1.1625,582,582,0.79
Judie,Pirkis,Female,2,7/18/1995,Recruiter,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,0.95,1.1875,1.484375,1.484375,583,583,0.7875
Flin,Yoskowitz,Male,9,12/17/1995,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,0.83,1.0375,1.0375,0.881875,583,583,0.7875
Noel,Sturch,Female,26,10/28/1951,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,0.88,0.88,0.88,0.748,583,583,0.7875
Letizia,Poore,Female,27,8/30/1938,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,1,1,1,1,583,583,0.7875
Raynard,,Male,32,4/13/1996,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,0.43,0.43,0.43,0.43,587,587,0.78625
Kiley,Grunder,Male,95,4/17/1994,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,0.95,1.1875,1.484375,1.484375,587,587,0.78625
Ethelred,Sissel,Male,83,12/25/1974,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,1.09,1.09,1.3625,1.3625,587,587,0.78625
Dena,Pabst,Female,39,4/20/1987,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,0.45,0.5625,0.5625,0.5625,590,590,0.78359375
Wyndham,Woolford,Male,1,10/22/1979,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,0.4,0.4,0.4,0.34,591,591,0.782
Rochette,Haddacks,Female,44,5/10/1996,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,0.97,1.2125,1.2125,1.2125,591,591,0.782
Jamal,Dudgeon,Male,83,2/9/1965,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,0.55,0.55,0.6875,0.584375,591,591,0.782
Levin,Coxen,Male,13,10/22/1955,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,0.92,0.92,0.92,0.782,594,594,0.78125
Marinna,Kauschke,Female,21,3/15/1973,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,0.71,0.8875,0.8875,0.8875,595,595,0.775625
Kyle,Michie,Female,6,7/19/1958,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,0.82,1.025,1.025,0.87125,595,595,0.775625
Lanie,Cobbold,Male,57,12/31/1978,Senior Sales Associate,,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,0.99,1.2375,1.2375,1.051875,595,595,0.775625
Gilbert,O'Fallone,Male,29,11/7/1994,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,0.74,0.74,0.925,0.925,595,595,0.775625
Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,1.06,1.06,1.325,1.325,599,599,0.775
Esther,McOnie,Female,59,5/26/1939,Legal Assistant,,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,1.1,1.1,1.375,1.16875,599,599,0.775
Chaim,Kingdon,Male,63,1/21/1996,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,0.92,1.15,1.4375,1.4375,599,599,0.775
Anson,Dearnaly,Male,68,6/29/1997,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,0.88,1.1,1.375,1.375,602,602,0.7735
Caitrin,Critten,Female,45,1/29/1973,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,0.51,0.6375,0.6375,0.541875,603,603,0.7703125
Garreth,Minett,Male,93,5/23/1961,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,1.03,1.2875,1.609375,1.609375,604,604,0.765
Rozamond,Sommer,Female,27,9/19/1966,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,0.72,0.9,1.125,1.125,604,604,0.765
Annabell,Downer,Female,33,11/25/1955,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,0.4,0.4,0.5,0.5,606,606,0.765
Maximilian,Geffen,Male,96,7/13/1955,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,0.78,0.975,1.21875,1.0359375,606,606,0.765
Ajay,Worham,Female,80,9/30/1979,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,0.45,0.5625,0.5625,0.478125,606,606,0.765
Jamison,Cashin,Male,70,5/19/1970,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,0.87,1.0875,1.0875,0.924375,609,609,0.7625
Dorian,Emery,Female,94,8/24/1998,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,0.84,1.05,1.3125,1.115625,609,609,0.7625
Nicol,Swinford,Male,65,12/7/1976,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,0.73,0.73,0.73,0.73,609,609,0.7625
Agna,Cowpe,Female,88,3/5/1969,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,0.53,0.6625,0.828125,0.70390625,612,612,0.75703125
Nev,Prosh,Male,29,5/8/1950,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,0.84,1.05,1.05,1.05,612,612,0.75703125
Lucius,Hatchell,Male,37,3/19/1951,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,0.7,0.875,0.875,0.74375,612,612,0.75703125
Francisca,Pottage,Female,63,6/10/1957,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,0.76,0.76,0.95,0.8075,615,615,0.7565
Farlie,Brookz,Male,62,7/31/1963,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,0.78,0.975,1.21875,1.0359375,615,615,0.7565
Mariette,,Female,47,7/5/1956,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,0.74,0.925,1.15625,1.15625,617,617,0.754375
Beverlee,Ungerechts,Female,49,10/3/1973,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,1,1,1,0.85,617,617,0.754375
Nanni,Girodias,Female,61,1/8/1959,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,0.57,0.57,0.7125,0.7125,617,617,0.754375
Delcina,Hursey,Female,22,12/26/1968,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,0.53,0.6625,0.6625,0.563125,620,620,0.75
Lek,Pimblett,Male,88,9/29/1955,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,0.45,0.5625,0.703125,0.59765625,620,620,0.75
Kellyann,Adshad,Female,62,6/7/1940,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,1.03,1.2875,1.609375,1.36796875,620,620,0.75
Ewell,Paulusch,Male,31,1/15/1998,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,1.02,1.275,1.275,1.08375,620,620,0.75
Madison,Lars,Male,11,1/19/1967,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,0.72,0.72,0.9,0.765,620,620,0.75
Ardis,Taree,Female,97,4/12/1960,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,1.02,1.275,1.59375,1.59375,625,625,0.748
Wheeler,Godsil,Male,51,9/20/1993,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,0.62,0.775,0.96875,0.96875,626,626,0.74375
Marissa,O'Scandall,Female,17,7/13/1973,,,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,1.09,1.3625,1.3625,1.3625,626,626,0.74375
Terrel,Keynd,Male,30,4/20/1961,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,0.76,0.76,0.76,0.646,626,626,0.74375
Augie,Swallwell,Male,42,8/22/1939,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,0.53,0.6625,0.6625,0.6625,626,626,0.74375
Dillon,Bannister,Male,7,12/24/1945,Tax Accountant,,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,0.91,0.91,1.1375,0.966875,626,626,0.74375
Osbourn,Gherardini,Male,43,5/1/1987,,,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,0.71,0.8875,0.8875,0.8875,626,626,0.74375
Lissa,Gawn,Female,86,9/21/1962,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,0.55,0.6875,0.859375,0.73046875,632,632,0.74
Leisha,McConway,Female,3,10/31/1975,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,0.81,1.0125,1.0125,0.860625,632,632,0.74
Kearney,Cuddehy,Male,88,5/18/1997,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,0.66,0.66,0.825,0.70125,634,634,0.7395
Shellysheldon,Bichard,Male,96,1/6/1954,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,1.08,1.35,1.6875,1.434375,634,634,0.7395
Reinhard,Oscroft,Male,23,3/18/1950,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,0.69,0.69,0.69,0.69,634,634,0.7395
Menard,Venmore,Male,97,4/4/1978,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,0.83,0.83,1.0375,1.0375,637,637,0.7375
Andree,Breeds,Female,31,10/19/1954,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,1.06,1.325,1.325,1.325,637,637,0.7375
Kata,Harrop,Female,70,5/4/1950,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,0.55,0.6875,0.859375,0.859375,637,637,0.7375
Pierrette,Gummie,Female,18,8/4/1966,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,1.06,1.06,1.06,1.06,637,637,0.7375
Nady,Withinshaw,Female,96,2/17/1968,Database Administrator III,,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,1.06,1.06,1.325,1.325,641,641,0.734375
Demott,Mullaly,Male,42,12/15/1982,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,0.56,0.56,0.56,0.476,642,642,0.733125
Wendye,Kleinplatz,Female,48,5/28/1996,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,0.99,0.99,0.99,0.99,643,643,0.731
Irvin,Bevans,Male,82,7/12/1962,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,0.4,0.4,0.5,0.425,644,644,0.73046875
Madella,Marquiss,Female,51,10/8/1976,VP Marketing,,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,1.03,1.03,1.03,1.03,644,644,0.73046875
Austine,Speedy,Female,38,5/23/1940,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,0.98,1.225,1.225,1.225,646,646,0.73
Wolf,Craft,Male,93,7/19/1995,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,0.4,0.5,0.625,0.625,646,646,0.73
Aldin,Newsome,Male,24,7/6/1981,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,0.67,0.67,0.8375,0.711875,648,648,0.725
Sindee,Jasik,Female,18,10/21/1942,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,1.08,1.35,1.6875,1.434375,648,648,0.725
Truman,Arlett,Male,58,6/25/1958,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,0.85,1.0625,1.0625,1.0625,648,648,0.725
Gordon,Rewan,Male,42,1/7/1988,Chief Design Engineer,,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,0.97,0.97,0.97,0.8245,651,651,0.7225
Israel,Brough,Male,29,10/29/1976,,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,0.71,0.8875,0.8875,0.754375,651,651,0.7225
Leticia,Hovenden,Female,98,4/3/1997,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,0.96,1.2,1.5,1.275,653,653,0.71875
Caritta,Compston,Female,86,4/25/1958,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.69,0.8625,1.078125,0.91640625,653,653,0.71875
Annabelle,Hanwell,Female,11,11/28/1951,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,0.96,1.2,1.5,1.5,655,655,0.7171875
Darryl,Hovee,Female,2,4/28/1944,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,0.89,1.1125,1.390625,1.18203125,655,655,0.7171875
Orly,Nesbitt,Female,6,3/25/1985,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,0.92,1.15,1.15,1.15,657,657,0.714
Margette,Gibard,Female,34,7/6/1942,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,0.41,0.5125,0.5125,0.5125,658,658,0.7125
Nicol,Bertot,Female,25,9/11/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,1.05,1.3125,1.3125,1.3125,658,658,0.7125
Nobe,Trowsdale,Male,12,7/12/1968,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,0.45,0.45,0.45,0.3825,658,658,0.7125
Stephen,Tittershill,Male,73,12/21/1991,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,1.07,1.07,1.3375,1.3375,658,658,0.7125
Giselbert,Pickring,Male,94,7/28/1959,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,0.61,0.7625,0.953125,0.953125,662,662,0.711875
Shane,Diss,Female,50,10/29/1980,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,0.89,1.1125,1.1125,1.1125,662,662,0.711875
Lisette,Davers,Female,59,10/26/1940,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,0.59,0.59,0.7375,0.7375,662,662,0.711875
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,1.04,1.3,1.3,1.3,662,662,0.711875
Kippar,Whyatt,Male,13,1/21/1960,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,0.63,0.63,0.63,0.5355,666,666,0.71
Xenia,Maleck,Female,41,2/14/1960,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,0.45,0.45,0.45,0.3825,666,666,0.71
Essie,Withur,Female,42,2/26/1941,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,0.4,0.4,0.4,0.4,668,668,0.7055
Cecil,Gant,Male,52,7/16/1976,,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,0.97,1.2125,1.2125,1.2125,668,668,0.7055
Lillis,Eshmade,Female,50,10/12/1974,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,1.1,1.375,1.375,1.16875,668,668,0.7055
Ted,Izacenko,Male,3,8/1/1959,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,0.56,0.56,0.7,0.7,668,668,0.7055
Nixie,Shoesmith,Female,45,12/4/1956,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.66,0.66,0.66,0.66,672,672,0.70390625
Briana,Trill,Female,5,3/18/1944,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,0.97,0.97,1.2125,1.2125,672,672,0.70390625
Cobbie,Bruyett,Male,20,3/19/1956,Associate Professor,,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,0.71,0.8875,0.8875,0.754375,674,674,0.703125
Wrennie,Dwelly,Female,23,3/11/1940,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,0.54,0.54,0.675,0.57375,674,674,0.703125
Sibylla,Kibble,Female,73,8/5/1962,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,0.72,0.72,0.9,0.9,676,676,0.70125
Kariotta,Naper,Female,8,4/7/1952,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,0.4,0.4,0.5,0.425,676,676,0.70125
Wylie,Huntingdon,Male,99,8/11/1966,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,1.05,1.05,1.3125,1.115625,676,676,0.70125
Lizbeth,Garvan,Female,36,9/6/1996,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,0.95,0.95,1.1875,1.009375,676,676,0.70125
Averil,Ackery,Male,93,9/9/1970,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,0.88,1.1,1.375,1.16875,676,676,0.70125
Myrtie,Ostrich,Female,70,6/18/1996,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,0.96,1.2,1.2,1.2,676,676,0.70125
Ross,Vidgen,Male,17,12/28/1947,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,0.8,0.8,1,1,682,682,0.7
Sibby,Skinner,Female,25,5/5/1981,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,0.57,0.7125,0.7125,0.605625,682,682,0.7
Selle,Casper,Female,98,3/27/1978,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,0.73,0.9125,1.140625,0.96953125,684,684,0.7
Andrew,Froment,Male,58,7/19/1977,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,0.67,0.67,0.67,0.67,684,684,0.7
Maurizia,Ritmeyer,Female,95,4/9/1980,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,0.8,1,1.25,1.0625,684,684,0.7
Keenan,Moriarty,Male,67,12/23/1994,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,0.51,0.6375,0.6375,0.541875,684,684,0.7
Davide,Senten,Male,22,2/23/1941,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,0.95,0.95,1.1875,1.009375,688,688,0.697
Renie,Fiveash,Female,92,10/10/1992,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,0.59,0.59,0.7375,0.7375,688,688,0.697
Willard,Booton,Male,69,9/2/1938,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,0.91,1.1375,1.421875,1.421875,688,688,0.697
Debby,Balmadier,Female,53,6/24/1992,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,1.04,1.3,1.3,1.3,691,691,0.690625
Rockie,MacKibbon,Male,42,4/20/1978,,,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,0.51,0.6375,0.6375,0.541875,691,691,0.690625
Harvey,Dwelley,Male,70,8/30/1973,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,1.05,1.05,1.3125,1.3125,691,691,0.690625
Patrice,Pariss,Male,96,6/15/1954,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,0.51,0.51,0.6375,0.541875,691,691,0.690625
Arman,Yakubov,Male,68,10/7/1977,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,0.92,1.15,1.15,1.15,691,691,0.690625
Gardiner,Gypps,Male,91,6/1/1991,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,1.02,1.275,1.59375,1.3546875,691,691,0.690625
Cathleen,Le Teve,Female,75,11/6/1950,Recruiting Manager,,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,0.77,0.77,0.77,0.77,691,691,0.690625
Thaddus,Joder,Male,31,12/10/1957,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,0.4,0.4,0.4,0.34,698,698,0.69
Josepha,Clamp,Female,12,11/3/1961,Marketing Manager,,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,0.61,0.61,0.7625,0.7625,698,698,0.69
Jillane,Simion,Female,8,7/3/1974,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,1.02,1.02,1.02,1.02,700,700,0.6875
Lynnell,Shoesmith,Female,44,1/29/1981,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,0.71,0.8875,0.8875,0.8875,700,700,0.6875
Mandie,MacAdie,Female,39,12/25/1974,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,0.52,0.52,0.65,0.65,700,700,0.6875
Ferdinand,Billie,Male,97,9/4/1965,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,0.61,0.61,0.7625,0.648125,700,700,0.6875
Suzy,Bussens,Female,44,4/29/1973,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,1.05,1.05,1.3125,1.115625,700,700,0.6875
Emeline,Vezey,Female,37,8/7/1953,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,1.02,1.275,1.275,1.275,700,700,0.6875
