,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Total_Price,address,postcode,state,country,property_valuation
94,136,65,1170,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,Lari,Rotte,Female,62.0,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,4.0,55.0,48278.780000000006,378 Prentice Point,4064.0,QLD,Australia,9.0
95,138,29,1940,2017-08-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Gabriellia,Coulter,Female,52.0,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0,43.0,11964.68,1 Vernon Terrace,4226.0,QLD,Australia,6.0
96,141,10,2728,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Imojean,Atyeo,Female,55.0,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,61.0,18324.9,512 Forest Run Center,3188.0,VIC,Australia,11.0
97,144,92,1217,2017-12-20,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Dulcinea,Janssen,Female,67.0,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,51.0,17429.379999999997,387 Pawling Drive,2580.0,NSW,Australia,4.0
98,145,7,2992,2017-06-07,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0,Crystal,Assur,Female,26.0,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,46.0,6095.18,9610 Gateway Trail,3429.0,VIC,Australia,5.0
99,147,67,2748,2017-04-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Dolorita,Dufaur,Female,96.0,1967-08-29,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,52.0,36176.64,4320 Toban Avenue,2260.0,NSW,Australia,11.0
100,148,14,3262,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Maynord,L'Episcopi,Male,65.0,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,60.0,80228.84999999999,2558 Morningstar Center,4221.0,QLD,Australia,8.0
101,149,89,788,2017-03-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Gregg,Townsend,Male,62.0,1964-07-01,Social Worker,Health,Mass Customer,N,No,11.0,56.0,3579.88,00 Mockingbird Junction,2141.0,NSW,Australia,9.0
102,150,9,3067,2017-11-21,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0,Veronique,Wash,Female,8.0,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,29.0,5339.2,2178 Washington Hill,3806.0,VIC,Australia,6.0
103,151,31,701,2017-11-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,Ransell,Ruler,Male,18.0,1956-05-01,Food Chemist,Health,Mass Customer,N,Yes,8.0,64.0,3117.2400000000002,537 Packers Street,4562.0,QLD,Australia,5.0
104,152,92,648,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0,Gardiner,Nutley,Male,86.0,1978-06-04,Accountant II,Financial Services,Mass Customer,N,Yes,9.0,42.0,108304.95999999999,9 Mayfield Road,4551.0,QLD,Australia,7.0
105,153,37,3286,2017-08-19,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Kent,Hatter,Male,23.0,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,59.0,5722.86,1 Fairview Park,3977.0,VIC,Australia,7.0
106,154,3,3383,2017-04-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,Dane,Swansbury,Male,47.0,1982-04-05,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10.0,38.0,18279.24,48 Rockefeller Court,3786.0,VIC,Australia,8.0
107,155,56,982,2017-11-04,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404.0,Tibold,Bonwell,Male,14.0,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0,60.0,8580.32,8276 Hudson Trail,2250.0,NSW,Australia,6.0
108,157,6,385,2017-09-15,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,Kendall,Humes,Male,69.0,1966-12-07,Project Manager,Health,High Net Worth,N,No,9.0,53.0,30974.1,58211 Surrey Crossing,2170.0,NSW,Australia,9.0
109,158,50,1229,2017-03-01,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0,Sebastian,Trass,Male,38.0,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,20.0,5012.959999999999,7929 Grasskamp Trail,2119.0,NSW,Australia,11.0
110,159,10,3232,2017-08-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Rose,Milsom,Female,7.0,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,26.0,2542.75,78258 Hanover Plaza,3070.0,VIC,Australia,10.0
111,161,69,2381,2017-07-10,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0,Dulsea,Pladen,Female,91.0,1973-02-12,Programmer I,Argiculture,Affluent Customer,N,Yes,5.0,47.0,54115.88,9 American Ash Plaza,2015.0,NSW,Australia,9.0
112,162,78,371,2017-12-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Pernell,Favelle,Male,7.0,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,65.0,4966.360000000001,92808 Mallard Terrace,3215.0,VIC,Australia,4.0
113,163,80,2519,2017-05-20,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,Ryon,Dalliston,Male,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,40.0,70971.84,685 International Lane,4825.0,QLD,Australia,2.0
114,164,17,2264,2017-07-30,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Tony,Shirley,Female,18.0,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,No,9.0,47.0,11066.4,883 Almo Terrace,3977.0,VIC,Australia,6.0
115,165,3,2637,2017-10-25,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Marcile,Christley,Female,28.0,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,47.0,10889.76,518 Colorado Trail,2100.0,NSW,Australia,10.0
116,166,78,3262,2017-11-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Maynord,L'Episcopi,Male,65.0,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,60.0,46116.200000000004,2558 Morningstar Center,4221.0,QLD,Australia,8.0
117,169,97,456,2017-05-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0,Randolph,Redihalgh,Male,47.0,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0,44.0,7142.120000000001,572 Gerald Trail,2145.0,NSW,Australia,7.0
118,171,100,3121,2017-10-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Mahmoud,Batterbee,Male,82.0,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,61.0,16920.7,969 Sycamore Point,2304.0,NSW,Australia,7.0
119,172,55,2365,2017-04-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,Lauretta,Furmonger,Female,2.0,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0,21.0,1197.52,743 Stone Corner Parkway,4127.0,QLD,Australia,6.0
120,173,100,2528,2017-11-16,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Cassie,Toffaloni,Male,81.0,1978-09-23,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,41.0,16714.35,3 Myrtle Terrace,4161.0,QLD,Australia,7.0
121,175,25,3241,2017-12-23,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696.0,Milt,Erett,Male,34.0,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,40.0,28208.1,7574 Onsgard Drive,4011.0,QLD,Australia,7.0
122,177,90,2234,2017-04-13,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Dylan,Hanvey,Male,48.0,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0,33.0,13939.68,501 Reindahl Alley,2069.0,NSW,Australia,12.0
123,179,62,1365,2017-01-31,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Shurlocke,Pirie,Male,97.0,1992-04-19,Research Associate,Health,Mass Customer,N,No,3.0,28.0,28975.840000000004,970 Sundown Place,3222.0,VIC,Australia,5.0
124,180,20,3349,2017-03-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Byram,Lamberts,Male,11.0,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9.0,39.0,17385.170000000002,9 Brown Pass,3196.0,VIC,Australia,9.0
125,182,16,2282,2017-02-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,Dominic,Gregoletti,Male,81.0,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,63.0,119807.90999999999,953 Del Sol Point,3630.0,VIC,Australia,4.0
126,186,17,2582,2017-11-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Harv,Pavey,Male,98.0,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,42.0,60250.399999999994,6551 Atwood Road,4216.0,QLD,Australia,7.0
127,187,1,1005,2017-07-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,Kalila,Birtwistle,Female,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,52.0,81211.3,67 Holmberg Way,2165.0,NSW,Australia,9.0
128,188,3,1597,2017-01-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Jeffry,Slowly,Male,93.0,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,43.0,36169.560000000005,019 Derek Hill,2224.0,NSW,Australia,10.0
129,189,56,2713,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,Hadlee,Mackro,Male,55.0,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,65.0,7584.5,29895 Crest Line Point,2049.0,NSW,Australia,11.0
130,190,37,1435,2017-11-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,Derek,Podmore,Male,96.0,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,52.0,23886.72,8934 Park Meadow Street,2756.0,NSW,Australia,8.0
131,193,12,1254,2017-06-22,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0,Quillan,McDuffie,Male,60.0,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,61.0,9696.0,563 Northport Drive,4701.0,QLD,Australia,1.0
132,194,25,1423,2017-05-02,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,Tiphanie,Klossek,Female,51.0,1959-06-17,Project Manager,Manufacturing,Mass Customer,N,No,19.0,61.0,42312.15,5700 Banding Lane,2762.0,NSW,Australia,9.0
133,197,45,591,2017-05-23,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Sydney,Endacott,Male,16.0,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0,45.0,1359.84,36912 Gina Pass,2133.0,NSW,Australia,11.0
134,198,74,1017,2017-02-02,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Jacquenette,Pluthero,Female,88.0,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,41.0,83645.76,42 Lunder Drive,2027.0,NSW,Australia,11.0
135,199,33,2123,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Shirley,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,27.0,42018.48,43 Sunbrook Terrace,4160.0,QLD,Australia,10.0
136,203,67,2041,2017-07-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Mort,Heath,Male,52.0,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0,62.0,19595.68,51739 Sundown Hill,2009.0,NSW,Australia,9.0
137,205,58,1842,2017-05-27,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Ephrayim,Beville,Male,89.0,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,43.0,12584.6,9649 Cascade Way,2250.0,NSW,Australia,8.0
138,206,5,141,2017-05-05,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Townsend,Trobe,Male,67.0,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10.0,66.0,45391.16,585 Loomis Court,2097.0,New South Wales,Australia,11.0
139,207,94,1321,2017-09-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Bree,Domenge,Female,29.0,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,8.0,25.0,28816.14,57384 Sycamore Park,4370.0,QLD,Australia,6.0
140,208,51,183,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Dannie,Hissie,Female,7.0,1997-08-05,Geologist III,Retail,Affluent Customer,N,No,3.0,22.0,8423.800000000001,8 Haas Park,2074.0,NSW,Australia,10.0
141,210,63,3356,2017-04-12,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0,Dill,Bampford,Male,47.0,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0,61.0,4680.7300000000005,73 Burrows Court,3121.0,VIC,Australia,8.0
142,212,80,1596,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,Vinnie,Sails,Male,2.0,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,51.0,1193.1,5447 Weeping Birch Place,2086.0,NSW,Australia,12.0
143,213,82,520,2017-12-14,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Jazmin,Neumann,Female,66.0,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,55.0,45485.88,3169 Old Gate Point,2211.0,NSW,Australia,9.0
144,214,46,868,2017-03-22,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0,Effie,Duddy,Female,84.0,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,40.0,6258.84,519 Maywood Pass,2768.0,NSW,Australia,10.0
145,216,72,352,2017-11-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,40.0,3243.6000000000004,6 Sunbrook Center,4350.0,QLD,Australia,6.0
146,219,2,3307,2017-11-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Portia,Thirlwall,Female,96.0,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14.0,41.0,50431.68000000001,1172 Mesta Center,4740.0,QLD,Australia,2.0
147,220,10,1502,2017-04-09,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Margalit,Handrick,Female,52.0,1990-03-26,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,30.0,18889.0,78960 Schiller Lane,2450.0,NSW,Australia,4.0
148,221,35,936,2017-05-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Raffaello,Godleman,Male,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,32.0,61108.48,5 Reindahl Point,3400.0,VIC,Australia,2.0
149,222,8,939,2017-07-08,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Cristian,Theodoris,Male,53.0,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,59.0,80354.89,32 Dennis Hill,2233.0,NSW,Australia,9.0
150,223,2,2698,2017-11-30,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Nedi,MacClay,Female,19.0,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,46.0,9981.27,77196 West Crossing,2166.0,NSW,Australia,8.0
151,224,69,579,2017-04-25,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Cathlene,Bellas,Female,89.0,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12.0,46.0,52926.52,4559 Stoughton Lane,2097.0,NSW,Australia,10.0
152,226,8,3077,2017-03-10,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,34079.0,Emelen,Gillopp,Male,19.0,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,19.0,28806.47,25578 Mayfield Drive,2099.0,NSW,Australia,10.0
153,227,86,369,2017-03-16,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,Alic,Trenear,Male,19.0,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,28.0,2376.33,6085 Petterle Circle,3130.0,VIC,Australia,10.0
154,228,13,821,2017-04-04,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0,Gregoor,Aronovitz,Male,41.0,1981-07-24,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,38.0,24160.07,59000 American Center,2530.0,NSW,Australia,8.0
155,229,19,2687,2017-03-13,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Fabe,Smallbone,Male,67.0,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,58.0,30800.57,40923 Truax Drive,2208.0,NSW,Australia,10.0
156,230,86,681,2017-12-23,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,Jobyna,Elgey,Female,55.0,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,41.0,6878.849999999999,76 Hanson Junction,2147.0,NSW,Australia,9.0
157,231,46,37,2017-08-12,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Laurie,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,N,No,16.0,34.0,11445.72,54 Sage Plaza,4726.0,QLD,Australia,1.0
158,232,30,3002,2017-08-04,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,Tracey,Verdun,Male,62.0,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,63.0,27831.8,673 Comanche Parkway,2470.0,NSW,Australia,2.0
159,233,92,396,2017-09-01,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Peria,Iscowitz,Female,98.0,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,53.0,25493.719999999998,32 Farragut Avenue,2076.0,NSW,Australia,11.0
160,236,7,2325,2017-08-31,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,Emmett,Whatsize,Male,50.0,1964-01-06,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0,56.0,58359.0,92 Schlimgen Hill,3023.0,VIC,Australia,8.0
161,237,23,1420,2017-03-11,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Minni,Hanner,Female,14.0,1959-10-12,Dental Hygienist,Health,Mass Customer,N,No,11.0,60.0,8580.32,255 Doe Crossing Terrace,2767.0,NSW,Australia,8.0
162,240,21,546,2017-11-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33552.0,Jorie,Pigott,Female,80.0,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,39.0,30459.2,20198 Hansons Plaza,2340.0,NSW,Australia,2.0
163,241,86,2885,2017-03-27,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,Minnie,Rolley,Female,70.0,1969-07-03,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4.0,51.0,8754.9,17 Sachs Street,2761.0,NSW,Australia,8.0
164,242,57,2740,2017-12-04,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,Godiva,Bulward,Female,61.0,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,57.0,15868.539999999999,28820 Monica Circle,2226.0,NSW,Australia,7.0
165,243,63,3166,2017-11-13,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Bronson,Plowman,Male,96.0,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,65.0,9560.64,1 Glacier Hill Parkway,2017.0,NSW,Australia,8.0
166,244,63,3487,2017-12-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Amalee,Sanderson,Female,4.0,1977-12-15,Analyst Programmer,Health,High Net Worth,N,No,18.0,42.0,3050.52,30011 Manufacturers Hill,3146.0,VIC,Australia,9.0
167,247,15,3393,2017-01-29,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880.0,Henrietta,Olexa,Female,23.0,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,66.0,17224.7,0 Weeping Birch Plaza,2093.0,NSW,Australia,12.0
168,248,57,2410,2017-07-21,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0,Eugenia,Verey,Female,75.0,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0,45.0,19510.5,75351 Ridgeview Lane,3181.0,VIC,Australia,11.0
169,249,61,3466,2017-02-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Victor,Zaple,Male,65.0,1979-09-28,Marketing Assistant,IT,Mass Customer,N,No,18.0,40.0,3700.45,6 4th Lane,3079.0,VIC,Australia,11.0
170,250,48,1454,2017-11-25,0.0,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,Caesar,Wattam,Male,4.0,1979-04-07,Physical Therapy Assistant,Argiculture,Mass Customer,N,Yes,3.0,41.0,3802.08,583 Jenna Pass,2567.0,NSW,Australia,9.0
171,252,78,3089,2017-12-03,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,Wood,Nathan,Male,27.0,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,20.0,19155.96,7 Westridge Terrace,4504.0,QLD,Australia,7.0
172,253,2,3123,2017-12-30,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Tina,Riggulsford,Female,71.0,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,43.0,37298.43,6915 Nobel Crossing,2195.0,NSW,Australia,6.0
173,254,67,2692,2017-07-26,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0,Jacklyn,Bromehed,Female,57.0,1988-12-19,Research Associate,Health,High Net Worth,N,Yes,22.0,31.0,21702.18,8658 Maple Wood Plaza,3020.0,VIC,Australia,7.0
174,256,13,1580,2017-10-22,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Laird,Prover,Male,23.0,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,39.0,19009.73,3384 Nelson Circle,4227.0,QLD,Australia,3.0
175,257,65,352,2017-03-22,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,40.0,9344.28,6 Sunbrook Center,4350.0,QLD,Australia,6.0
176,258,49,1777,2017-06-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Lucinda,Jerok,Female,47.0,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,26.0,18806.11,835 West Hill,2118.0,NSW,Australia,11.0
177,259,87,142,2017-07-06,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Bentley,Fortesquieu,Male,57.0,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17.0,52.0,40321.799999999996,68063 Blue Bill Park Center,3058.0,VIC,Australia,9.0
178,260,31,3393,2017-12-28,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618.0,Henrietta,Olexa,Female,23.0,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,66.0,3983.1400000000003,0 Weeping Birch Plaza,2093.0,NSW,Australia,12.0
179,262,91,1258,2017-01-18,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Nefen,Ferriere,Male,89.0,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,42.0,6698.14,71 Sundown Circle,4720.0,QLD,Australia,1.0
180,263,53,3405,2017-10-22,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668.0,Gavra,Robez,Female,89.0,1996-08-18,Project Manager,Financial Services,Mass Customer,N,Yes,3.0,23.0,9040.619999999999,80269 Southridge Park,4014.0,QLD,Australia,6.0
