,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
171,177,90,2234,4/13/2017,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Dylan,Hanvey,Male,48.0,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0,33.0
173,179,62,1365,1/31/2017,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Shurlocke,Pirie,Male,97.0,1992-04-19,Research Associate,Health,Mass Customer,N,No,3.0,28.0
174,180,20,3349,3/18/2017,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Byram,Lamberts,Male,11.0,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9.0,39.0
176,182,16,2282,2/18/2017,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,Dominic,Gregoletti,Male,81.0,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,63.0
180,186,17,2582,11/8/2017,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Harv,Pavey,Male,98.0,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,42.0
181,187,1,1005,7/24/2017,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,Kalila,Birtwistle,Female,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,52.0
182,188,3,1597,1/15/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Jeffry,Slowly,Male,93.0,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,43.0
183,189,56,2713,1/12/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,Hadlee,Mackro,Male,55.0,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,65.0
184,190,37,1435,11/27/2017,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,Derek,Podmore,Male,96.0,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,52.0
187,193,12,1254,6/22/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0,Quillan,McDuffie,Male,60.0,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,61.0
188,194,25,1423,5/2/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,Tiphanie,Klossek,Female,51.0,1959-06-17,Project Manager,Manufacturing,Mass Customer,N,No,19.0,61.0
191,197,45,591,5/23/2017,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Sydney,Endacott,Male,16.0,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0,45.0
192,198,74,1017,2/2/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Jacquenette,Pluthero,Female,88.0,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,41.0
193,199,33,2123,6/8/2017,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Shirley,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,27.0
197,203,67,2041,7/29/2017,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Mort,Heath,Male,52.0,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0,62.0
199,205,58,1842,5/27/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Ephrayim,Beville,Male,89.0,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,43.0
200,206,5,141,5/5/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Townsend,Trobe,Male,67.0,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10.0,66.0
201,207,94,1321,9/9/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Bree,Domenge,Female,29.0,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,8.0,25.0
202,208,51,183,5/21/2017,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Dannie,Hissie,Female,7.0,1997-08-05,Geologist III,Retail,Affluent Customer,N,No,3.0,22.0
204,210,63,3356,4/12/2017,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0,Dill,Bampford,Male,47.0,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0,61.0
206,212,80,1596,1/13/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,Vinnie,Sails,Male,2.0,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,51.0
207,213,82,520,12/14/2017,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Jazmin,Neumann,Female,66.0,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,55.0
208,214,46,868,3/22/2017,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0,Effie,Duddy,Female,84.0,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,40.0
210,216,72,352,11/29/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,40.0
213,219,2,3307,11/13/2017,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Portia,Thirlwall,Female,96.0,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14.0,41.0
214,220,10,1502,4/9/2017,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Margalit,Handrick,Female,52.0,1990-03-26,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,30.0
215,221,35,936,5/8/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Raffaello,Godleman,Male,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,32.0
216,222,8,939,7/8/2017,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Cristian,Theodoris,Male,53.0,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,59.0
217,223,2,2698,11/30/2017,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Nedi,MacClay,Female,19.0,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,46.0
218,224,69,579,4/25/2017,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Cathlene,Bellas,Female,89.0,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12.0,46.0
220,226,8,3077,3/10/2017,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,34079.0,Emelen,Gillopp,Male,19.0,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,19.0
221,227,86,369,3/16/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,Alic,Trenear,Male,19.0,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,28.0
222,228,13,821,4/4/2017,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0,Gregoor,Aronovitz,Male,41.0,1981-07-24,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,38.0
223,229,19,2687,3/13/2017,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Fabe,Smallbone,Male,67.0,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,58.0
224,230,86,681,12/23/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,Jobyna,Elgey,Female,55.0,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,41.0
225,231,46,37,8/12/2017,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Laurie,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,N,No,16.0,34.0
226,232,30,3002,8/4/2017,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,Tracey,Verdun,Male,62.0,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,63.0
227,233,92,396,9/1/2017,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Peria,Iscowitz,Female,98.0,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,53.0
230,236,7,2325,8/31/2017,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,Emmett,Whatsize,Male,50.0,1964-01-06,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0,56.0
231,237,23,1420,3/11/2017,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Minni,Hanner,Female,14.0,1959-10-12,Dental Hygienist,Health,Mass Customer,N,No,11.0,60.0
234,240,21,546,11/23/2017,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33552.0,Jorie,Pigott,Female,80.0,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,39.0
235,241,86,2885,3/27/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,Minnie,Rolley,Female,70.0,1969-07-03,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4.0,51.0
236,242,57,2740,12/4/2017,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,Godiva,Bulward,Female,61.0,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,57.0
237,243,63,3166,11/13/2017,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Bronson,Plowman,Male,96.0,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,65.0
238,244,63,3487,12/20/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Amalee,Sanderson,Female,4.0,1977-12-15,Analyst Programmer,Health,High Net Worth,N,No,18.0,42.0
241,247,15,3393,1/29/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880.0,Henrietta,Olexa,Female,23.0,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,66.0
242,248,57,2410,7/21/2017,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0,Eugenia,Verey,Female,75.0,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0,45.0
243,249,61,3466,2/10/2017,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Victor,Zaple,Male,65.0,1979-09-28,Marketing Assistant,IT,Mass Customer,N,No,18.0,40.0
244,250,48,1454,11/25/2017,0.0,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,Caesar,Wattam,Male,4.0,1979-04-07,Physical Therapy Assistant,Argiculture,Mass Customer,N,Yes,3.0,41.0
245,252,78,3089,12/3/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,Wood,Nathan,Male,27.0,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,20.0
246,253,2,3123,12/30/2017,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Tina,Riggulsford,Female,71.0,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,43.0
247,254,67,2692,7/26/2017,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0,Jacklyn,Bromehed,Female,57.0,1988-12-19,Research Associate,Health,High Net Worth,N,Yes,22.0,31.0
249,256,13,1580,10/22/2017,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Laird,Prover,Male,23.0,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,39.0
250,257,65,352,3/22/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,40.0
251,258,49,1777,6/15/2017,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Lucinda,Jerok,Female,47.0,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,26.0
252,259,87,142,7/6/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Bentley,Fortesquieu,Male,57.0,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17.0,52.0
253,260,31,3393,12/28/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618.0,Henrietta,Olexa,Female,23.0,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,66.0
255,262,91,1258,1/18/2017,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Nefen,Ferriere,Male,89.0,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,42.0
256,263,53,3405,10/22/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668.0,Gavra,Robez,Female,89.0,1996-08-18,Project Manager,Financial Services,Mass Customer,N,Yes,3.0,23.0
257,264,38,3198,1/30/2017,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,34170.0,Dur,Knappen,Male,66.0,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,22.0
258,265,20,834,6/26/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Rudolf,Brandes,Male,37.0,1973-04-07,Environmental Tech,Financial Services,Mass Customer,N,No,3.0,47.0
259,266,44,3467,11/7/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Killy,Spaducci,Male,31.0,1980-05-20,VP Quality Control,IT,Mass Customer,N,No,21.0,40.0
261,268,68,1516,8/27/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Ham,Pietrusiak,Male,6.0,1967-07-12,VP Sales,IT,Affluent Customer,N,No,19.0,52.0
263,270,2,2362,2/13/2017,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,Herbie,Machans,Male,49.0,1972-06-05,Developer II,Financial Services,Affluent Customer,N,Yes,19.0,48.0
264,271,27,2337,7/11/2017,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Odilia,Bick,Female,47.0,2000-01-11,Programmer Analyst II,Health,Mass Customer,N,No,1.0,20.0
266,273,81,2133,5/19/2017,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,Clarissa,Blaisdale,Female,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,3.0,22.0
267,274,6,360,5/26/2017,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701.0,Atalanta,Starbucke,Female,64.0,1956-04-02,Staff Scientist,Property,Mass Customer,N,Yes,19.0,64.0
269,276,18,1720,4/28/2017,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244.0,Matilda,Milton,Female,96.0,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,33.0
270,277,18,2904,3/23/2017,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145.0,Freddi,Arrington,Female,26.0,1977-06-30,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11.0,43.0
271,278,9,754,6/3/2017,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Patsy,Beefon,Female,15.0,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0,40.0
272,279,35,1826,4/25/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Jareb,Langcaster,Male,33.0,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,59.0
273,280,93,2487,4/8/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458.0,Elton,Piggford,Male,92.0,1978-01-13,Operator,IT,Affluent Customer,N,Yes,14.0,42.0
277,284,44,2024,10/3/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064.0,Elinor,Biggerstaff,Female,69.0,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2.0,19.0
278,285,48,142,7/27/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Bentley,Fortesquieu,Male,57.0,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17.0,52.0
279,286,56,768,8/7/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170.0,Alexia,Wolford,Female,5.0,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0,46.0
281,288,36,529,11/20/2017,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,38750.0,Sandor,Tumber,Male,18.0,1989-07-21,Operator,Retail,Affluent Customer,N,Yes,10.0,30.0
283,290,55,624,4/5/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34170.0,Winny,Girtin,Male,44.0,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13.0,44.0
284,291,38,2302,11/7/2017,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672.0,Loraine,Beamish,Female,43.0,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4.0,21.0
285,292,64,3380,10/28/2017,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,Abe,Ealam,Male,41.0,1955-01-09,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14.0,65.0
286,293,0,314,11/19/2017,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,Catie,Advani,Female,27.0,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,Yes,5.0,57.0
287,294,79,1079,8/25/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Dennie,L' Anglois,Male,70.0,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0,42.0
289,296,91,1524,3/14/2017,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37874.0,Bonni,Drakers,Female,7.0,1975-04-29,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,45.0
292,299,13,772,5/24/2017,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Lorianna,Vidyapin,Female,12.0,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0,21.0
293,300,4,323,3/25/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216.0,Celka,Goodrich,Female,54.0,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7.0,47.0
296,304,12,2745,4/7/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,Moyra,Mount,Female,8.0,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18.0,43.0
297,305,77,2819,1/4/2017,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Clyve,Starmont,Male,63.0,1977-12-04,Executive Secretary,Manufacturing,Affluent Customer,N,No,14.0,42.0
299,307,35,923,4/20/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Garrek,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,43.0
301,309,68,3394,11/27/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Barde,Spoward,Male,39.0,1974-06-26,Environmental Specialist,Health,Mass Customer,N,No,22.0,46.0
303,311,77,3260,3/7/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Kelsy,Rao,Female,6.0,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0,41.0
304,312,1,1015,12/4/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Toiboid,Sorrel,Male,7.0,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0,65.0
306,314,6,58,8/20/2017,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,Dalenna,Pinnock,Female,26.0,1967-07-04,Office Assistant III,Financial Services,Affluent Customer,N,Yes,17.0,53.0
307,315,40,3118,12/18/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Cleveland,Coxon,Male,54.0,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,27.0
308,316,62,1414,8/1/2017,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,Allison,Clowton,Female,57.0,1980-02-29,Help Desk Technician,Retail,Mass Customer,N,Yes,10.0,40.0
309,317,90,2202,6/19/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Diannne,Neissen,Female,46.0,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0,42.0
310,318,32,2144,5/31/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888.0,Maureene,Kingstne,Female,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,9.0,42.0
312,320,15,2157,6/20/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Alidia,Petyankin,Female,52.0,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,19.0,42.0
313,321,36,1097,1/23/2017,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,39526.0,Gwenora,Grabbam,Female,71.0,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18.0,52.0
315,323,67,87,11/8/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Fields,Langdon,Male,78.0,1974-04-23,Editor,Financial Services,Mass Customer,N,No,8.0,46.0
316,324,87,2049,10/11/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Jud,Purchon,Male,21.0,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,5.0,58.0
317,325,62,952,11/14/2017,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0,Marina,Andresen,Female,34.0,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0,49.0
318,326,55,1745,1/20/2017,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,Leigha,Clawson,Female,37.0,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,64.0
319,327,1,40,5/9/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Tomasine,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,No,14.0,38.0
320,328,98,372,10/17/2017,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,Moina,Thumim,Female,19.0,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4.0,32.0
321,329,79,1627,8/11/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Vladimir,Morphet,Male,44.0,1961-11-19,Librarian,Entertainment,Affluent Customer,N,No,16.0,58.0
322,330,1,444,11/15/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,Britteny,Falconer-Taylor,Female,32.0,1967-02-24,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8.0,53.0
324,332,71,1656,8/2/2017,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,38859.0,Constantin,Rodrigues,Male,59.0,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,42.0
325,333,58,485,12/16/2017,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Ulrika,Steagall,Female,23.0,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0,45.0
327,335,95,3103,11/1/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Shaylah,Hatchell,Female,5.0,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20.0,66.0
328,336,55,506,10/5/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Brett,Scrancher,Female,43.0,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21.0,35.0
330,339,65,2903,12/4/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499.0,Avery,Adamov,Male,47.0,1977-09-20,Operator,Manufacturing,Affluent Customer,N,Yes,9.0,42.0
331,340,49,1274,12/16/2017,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Emmerich,Tinkler,Male,12.0,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,42.0
333,342,24,2091,3/14/2017,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Dominga,Crosfield,Female,27.0,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9.0,40.0
